Naguib Mahfouz,literature,1988,"who, through works rich in nuance – now clear-sightedly realistic, now evocatively ambiguous – has formed an Arabian narrative art that applies to all mankind"
United Nations Peacekeeping Forces,peace,1988,for preventing armed clashes and creating conditions for negotiations
Maurice Allais,economics,1988,for his pioneering contributions to the theory of markets and efficient utilization of resources
J. Georg Bednorz,physics,1987,for their important break-through in the discovery of superconductivity in ceramic materials
K. Alexander Müller,physics,1987,for their important break-through in the discovery of superconductivity in ceramic materials
Donald J. Cram,chemistry,1987,for their development and use of molecules with structure-specific interactions of high selectivity
Jean-Marie Lehn,chemistry,1987,for their development and use of molecules with structure-specific interactions of high selectivity
Charles J. Pedersen,chemistry,1987,for their development and use of molecules with structure-specific interactions of high selectivity
Susumu Tonegawa,medicine,1987,for his discovery of the genetic principle for generation of antibody diversity
Joseph Brodsky,literature,1987,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity"
Oscar Arias Sánchez,peace,1987,for his work for lasting peace in Central America
Robert M. Solow,economics,1987,for his contributions to the theory of economic growth
Ernst Ruska,physics,1986,"for his fundamental work in electron optics, and for the design of the first electron microscope"
Gerd Binnig,physics,1986,for their design of the scanning tunneling microscope
Heinrich Rohrer,physics,1986,for their design of the scanning tunneling microscope
Dudley R. Herschbach,chemistry,1986,for their contributions concerning the dynamics of chemical elementary processes
Yuan T. Lee,chemistry,1986,for their contributions concerning the dynamics of chemical elementary processes
John C. Polanyi,chemistry,1986,for their contributions concerning the dynamics of chemical elementary processes
Stanley Cohen,medicine,1986,for their discoveries of growth factors
Rita Levi-Montalcini,medicine,1986,for their discoveries of growth factors
Wole Soyinka,literature,1986,who in a wide cultural perspective and with poetic overtones fashions the drama of existence
Elie Wiesel,peace,1986,"for being a messenger to mankind: his message is one of peace, atonement and dignity"
James M. Buchanan Jr.,economics,1986,for his development of the contractual and constitutional bases for the theory of economic and political decision-making
Klaus von Klitzing,physics,1985,for the discovery of the quantized Hall effect
Herbert A. Hauptman,chemistry,1985,for their outstanding achievements in the development of direct methods for the determination of crystal structures
Jerome Karle,chemistry,1985,for their outstanding achievements in the development of direct methods for the determination of crystal structures
Michael S. Brown,medicine,1985,for their discoveries concerning the regulation of cholesterol metabolism
Joseph L. Goldstein,medicine,1985,for their discoveries concerning the regulation of cholesterol metabolism
Claude Simon,literature,1985,who in his novel combines the poet’s and the painter’s creativeness with a deepened awareness of time in the depiction of the human condition
"International Physicians for the Prevention of Nuclear War
",peace,1985,for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war
Franco Modigliani,economics,1985,for his pioneering analyses of saving and of financial markets
Carlo Rubbia,physics,1984,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction"
Simon van der Meer,physics,1984,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction"
Robert Bruce Merrifield,chemistry,1984,for his development of methodology for chemical synthesis on a solid matrix
Niels K. Jerne,medicine,1984,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies
Georges J.F. Köhler,medicine,1984,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies
César Milstein,medicine,1984,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies
Jaroslav Seifert,literature,1984,"for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man"
Desmond Mpilo Tutu,peace,1984,for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa
Richard Stone,economics,1984,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis
Subramanyan Chandrasekhar,physics,1983,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars
William Alfred Fowler,physics,1983,for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe
Henry Taube,chemistry,1983,"for his work on the mechanisms of electron transfer reactions, especially in metal complexes"
Barbara McClintock,medicine,1983,for her discovery of mobile genetic elements
William Golding,literature,1983,"for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today"
Lech Walesa,peace,1983,for non-violent struggle for free trade unions and human rights in Poland
Gerard Debreu,economics,1983,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium
Kenneth G. Wilson,physics,1982,for his theory for critical phenomena in connection with phase transitions
Aaron Klug,chemistry,1982,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes
Sune K. Bergström,medicine,1982,for their discoveries concerning prostaglandins and related biologically active substances
Bengt I. Samuelsson,medicine,1982,for their discoveries concerning prostaglandins and related biologically active substances
John R. Vane,medicine,1982,for their discoveries concerning prostaglandins and related biologically active substances
Gabriel García Márquez,literature,1982,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent’s life and conflicts"
Alva Myrdal ,peace,1982,for their work for disarmament and nuclear and weapon-free zones
Alfonso García Robles,peace,1982,for their work for disarmament and nuclear and weapon-free zones
George J. Stigler,economics,1982,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation"
Nicolaas Bloembergen,physics,1981,for their contribution to the development of laser spectroscopy
Arthur Leonard Schawlow,physics,1981,for their contribution to the development of laser spectroscopy
Kai M. Siegbahn,physics,1981,for his contribution to the development of high-resolution electron spectroscopy
Kenichi Fukui,chemistry,1981,"for their theories, developed independently, concerning the course of chemical reactions"
Roald Hoffmann,chemistry,1981,"for their theories, developed independently, concerning the course of chemical reactions"
Roger W. Sperry,medicine,1981,for his discoveries concerning the functional specialization of the cerebral hemispheres
David H. Hubel,medicine,1981,for their discoveries concerning information processing in the visual system
Torsten N. Wiesel,medicine,1981,for their discoveries concerning information processing in the visual system
Elias Canetti,literature,1981,"for writings marked by a broad outlook, a wealth of ideas and artistic power"
"Office of the United Nations High Commissioner for Refugees (UNHCR)
",peace,1981,for promoting the fundamental rights of refugees
James Tobin,economics,1981,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices"
James Watson Cronin,physics,1980,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons
Val Logsdon Fitch,physics,1980,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons
Paul Berg,chemistry,1980,"for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA"
Walter Gilbert,chemistry,1980,for their contributions concerning the determination of base sequences in nucleic acids
Frederick Sanger,chemistry,1980,for their contributions concerning the determination of base sequences in nucleic acids
Baruj Benacerraf,medicine,1980,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions
Jean Dausset,medicine,1980,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions
George D. Snell,medicine,1980,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions
Czeslaw Milosz,literature,1980,who with uncompromising clear-sightedness voices man’s exposed condition in a world of severe conflicts
Adolfo Pérez Esquivel,peace,1980,"for being a source of inspiration to repressed people, especially in Latin America"
Lawrence R. Klein,economics,1980,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies
Sheldon Lee Glashow,physics,1979,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current"
Abdus Salam,physics,1979,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current"
Steven Weinberg,physics,1979,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current"
Herbert C. Brown,chemistry,1979,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis"
Georg Wittig,chemistry,1979,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis"
Allan M. Cormack,medicine,1979,for the development of computer assisted tomography
Godfrey N. Hounsfield,medicine,1979,for the development of computer assisted tomography
Odysseus Elytis,literature,1979,"for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man’s struggle for freedom and creativeness"
"Mother Teresa
",peace,1979,for her work for bringing help to suffering humanity
Theodore W. Schultz,economics,1979,for their pioneering research into economic development research with particular consideration of the problems of developing countries
Sir Arthur Lewis,economics,1979,for their pioneering research into economic development research with particular consideration of the problems of developing countries
Pyotr Leonidovich Kapitsa,physics,1978,for his basic inventions and discoveries in the area of low-temperature physics
Arno Allan Penzias,physics,1978,for their discovery of cosmic microwave background radiation
Robert Woodrow Wilson,physics,1978,for their discovery of cosmic microwave background radiation
Peter D. Mitchell,chemistry,1978,for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory
Werner Arber,medicine,1978,for the discovery of restriction enzymes and their application to problems of molecular genetics
Daniel Nathans,medicine,1978,for the discovery of restriction enzymes and their application to problems of molecular genetics
Hamilton O. Smith,medicine,1978,for the discovery of restriction enzymes and their application to problems of molecular genetics
Isaac Bashevis Singer,literature,1978,"for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life"
Mohamed Anwar al-Sadat,peace,1978,for jointly having negotiated peace between Egypt and Israel in 1978
Menachem Begin,peace,1978,for jointly having negotiated peace between Egypt and Israel in 1978
Herbert A. Simon,economics,1978,for his pioneering research into the decision-making process within economic organizations
Philip Warren Anderson,physics,1977,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems
Sir Nevill Francis Mott,physics,1977,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems
John Hasbrouck Van Vleck,physics,1977,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems
Ilya Prigogine,chemistry,1977,"for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures"
Roger Guillemin,medicine,1977,for their discoveries concerning the peptide hormone production of the brain
Andrew V. Schally,medicine,1977,for their discoveries concerning the peptide hormone production of the brain
Rosalyn Yalow,medicine,1977,for the development of radioimmunoassays of peptide hormones
Vicente Aleixandre,literature,1977,"for a creative poetic writing which illuminates man’s condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars"
"Amnesty International
",peace,1977,for worldwide respect for human rights
Bertil Ohlin,economics,1977,for their pathbreaking contribution to the theory of international trade and international capital movements
James E. Meade,economics,1977,for their pathbreaking contribution to the theory of international trade and international capital movements
Burton Richter,physics,1976,for their pioneering work in the discovery of a heavy elementary particle of a new kind
Samuel Chao Chung Ting,physics,1976,for their pioneering work in the discovery of a heavy elementary particle of a new kind
William N. Lipscomb,chemistry,1976,for his studies on the structure of boranes illuminating problems of chemical bonding
Baruch S. Blumberg,medicine,1976,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases
D. Carleton Gajdusek,medicine,1976,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases
Saul Bellow,literature,1976,for the human understanding and subtle analysis of contemporary culture that are combined in his work
Betty Williams,peace,1976,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland
Mairead Corrigan,peace,1976,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland
Milton Friedman,economics,1976,"for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy"
Aage Niels Bohr,physics,1975,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection
Ben Roy Mottelson,physics,1975,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection
Leo James Rainwater,physics,1975,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection
John Warcup Cornforth,chemistry,1975,for his work on the stereochemistry of enzyme-catalyzed reactions
Vladimir Prelog,chemistry,1975,for his research into the stereochemistry of organic molecules and reactions
David Baltimore,medicine,1975,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell
Renato Dulbecco,medicine,1975,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell
Howard Martin Temin,medicine,1975,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell
Eugenio Montale,literature,1975,"for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions"
Andrei Dmitrievich Sakharov,peace,1975,"for his struggle for human rights in the Soviet Union, for disarmament and cooperation between all nations"
Leonid Vitaliyevich Kantorovich,economics,1975,for their contributions to the theory of optimum allocation of resources
Tjalling C. Koopmans,economics,1975,for their contributions to the theory of optimum allocation of resources
Sir Martin Ryle,physics,1974,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars"
Antony Hewish,physics,1974,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars"
Paul J. Flory,chemistry,1974,"for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules"
Albert Claude,medicine,1974,for their discoveries concerning the structural and functional organization of the cell
Christian de Duve,medicine,1974,for their discoveries concerning the structural and functional organization of the cell
George E. Palade,medicine,1974,for their discoveries concerning the structural and functional organization of the cell
Eyvind Johnson,literature,1974,"for a narrative art, far-seeing in lands and ages, in the service of freedom"
Harry Martinson,literature,1974,for writings that catch the dewdrop and reflect the cosmos
Seán MacBride,peace,1974,for his efforts to secure and develop human rights throughout the world
Eisaku Sato,peace,1974,for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty
Gunnar Myrdal,economics,1974,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena"
Friedrich August von Hayek,economics,1974,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena"
Leo Esaki,physics,1973,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively"
Ivar Giaever,physics,1973,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively"
Brian David Josephson,physics,1973,"for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects"
Ernst Otto Fischer,chemistry,1973,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds"
Geoffrey Wilkinson,chemistry,1973,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds"
Karl von Frisch,medicine,1973,for their discoveries concerning organization and elicitation of individual and social behaviour patterns
Konrad Lorenz,medicine,1973,for their discoveries concerning organization and elicitation of individual and social behaviour patterns
Nikolaas Tinbergen,medicine,1973,for their discoveries concerning organization and elicitation of individual and social behaviour patterns
Patrick White,literature,1973,for an epic and psychological narrative art which has introduced a new continent into literature
Henry A. Kissinger,peace,1973,for jointly having negotiated a cease fire in Vietnam in 1973
"Le Duc Tho
",peace,1973,for jointly having negotiated a cease fire in Vietnam in 1973
Wassily Leontief,economics,1973,for the development of the input-output method and for its application to important economic problems
John Bardeen,physics,1972,"for their jointly developed theory of superconductivity, usually called the BCS-theory"
Leon Neil Cooper,physics,1972,"for their jointly developed theory of superconductivity, usually called the BCS-theory"
John Robert Schrieffer,physics,1972,"for their jointly developed theory of superconductivity, usually called the BCS-theory"
Christian B. Anfinsen,chemistry,1972,"for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation"
Stanford Moore,chemistry,1972,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule
William H. Stein,chemistry,1972,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule
Gerald M. Edelman,medicine,1972,for their discoveries concerning the chemical structure of antibodies
Rodney R. Porter,medicine,1972,for their discoveries concerning the chemical structure of antibodies
Heinrich Böll,literature,1972,for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature
John R. Hicks,economics,1972,for their pioneering contributions to general economic equilibrium theory and welfare theory
Kenneth J. Arrow,economics,1972,for their pioneering contributions to general economic equilibrium theory and welfare theory
Dennis Gabor,physics,1971,for his invention and development of the holographic method
Gerhard Herzberg,chemistry,1971,"for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals"
"Earl W. Sutherland, Jr.",medicine,1971,for his discoveries concerning the mechanisms of the action of hormones
Pablo Neruda,literature,1971,for a poetry that with the action of an elemental force brings alive a continent’s destiny and dreams
Willy Brandt,peace,1971,for paving the way for a meaningful dialogue between East and West
Simon Kuznets,economics,1971,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development
Hannes Olof Gösta Alfvén,physics,1970,for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics
Louis Eugène Félix Néel,physics,1970,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics
Luis F. Leloir,chemistry,1970,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates
Sir Bernard Katz,medicine,1970,"for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation"
Ulf von Euler,medicine,1970,"for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation"
Julius Axelrod,medicine,1970,"for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation"
Aleksandr Isayevich Solzhenitsyn,literature,1970,for the ethical force with which he has pursued the indispensable traditions of Russian literature
Norman E. Borlaug,peace,1970,for having given a well-founded hope – the green revolution
Paul A. Samuelson,economics,1970,for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science
Murray Gell-Mann,physics,1969,for his contributions and discoveries concerning the classification of elementary particles and their interactions
Derek H. R. Barton,chemistry,1969,for their contributions to the development of the concept of conformation and its application in chemistry
Odd Hassel,chemistry,1969,for their contributions to the development of the concept of conformation and its application in chemistry
Max Delbrück,medicine,1969,for their discoveries concerning the replication mechanism and the genetic structure of viruses
Alfred D. Hershey,medicine,1969,for their discoveries concerning the replication mechanism and the genetic structure of viruses
Salvador E. Luria,medicine,1969,for their discoveries concerning the replication mechanism and the genetic structure of viruses
Samuel Beckett,literature,1969,"for his writing, which – in new forms for the novel and drama – in the destitution of modern man acquires its elevation"
"International Labour Organization (I.L.O.)
",peace,1969,for creating international legislation insuring certain norms for working conditions in every country
Ragnar Frisch,economics,1969,for having developed and applied dynamic models for the analysis of economic processes
Jan Tinbergen,economics,1969,for having developed and applied dynamic models for the analysis of economic processes
Luis Walter Alvarez,physics,1968,"for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis"
Lars Onsager,chemistry,1968,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes"
Robert W. Holley,medicine,1968,for their interpretation of the genetic code and its function in protein synthesis
Har Gobind Khorana,medicine,1968,for their interpretation of the genetic code and its function in protein synthesis
Marshall W. Nirenberg,medicine,1968,for their interpretation of the genetic code and its function in protein synthesis
Yasunari Kawabata,literature,1968,"for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind"
René Cassin,peace,1968,for his struggle to ensure the rights of man as stipulated in the UN Declaration
Hans Albrecht Bethe,physics,1967,"for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars"
Manfred Eigen,chemistry,1967,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy"
Ronald George Wreyford Norrish,chemistry,1967,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy"
George Porter,chemistry,1967,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy"
Ragnar Granit,medicine,1967,for their discoveries concerning the primary physiological and chemical visual processes in the eye
Haldan Keffer Hartline,medicine,1967,for their discoveries concerning the primary physiological and chemical visual processes in the eye
George Wald,medicine,1967,for their discoveries concerning the primary physiological and chemical visual processes in the eye
Miguel Angel Asturias,literature,1967,"for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America"
Alfred Kastler,physics,1966,for the discovery and development of optical methods for studying Hertzian resonances in atoms
Robert S. Mulliken,chemistry,1966,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method
Peyton Rous,medicine,1966,for his discovery of tumour-inducing viruses
Charles Brenton Huggins,medicine,1966,for his discoveries concerning hormonal treatment of prostatic cancer
Shmuel Yosef Agnon,literature,1966,for his profoundly characteristic narrative art with motifs from the life of the Jewish people
Nelly Sachs,literature,1966,"for her outstanding lyrical and dramatic writing, which interprets Israel’s destiny with touching strength"
Sin-Itiro Tomonaga,physics,1965,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles"
Julian Schwinger,physics,1965,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles"
Richard P. Feynman,physics,1965,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles"
Robert Burns Woodward,chemistry,1965,for his outstanding achievements in the art of organic synthesis
François Jacob,medicine,1965,for their discoveries concerning genetic control of enzyme and virus synthesis
André Lwoff,medicine,1965,for their discoveries concerning genetic control of enzyme and virus synthesis
Jacques Monod,medicine,1965,for their discoveries concerning genetic control of enzyme and virus synthesis
Mikhail Aleksandrovich Sholokhov,literature,1965,"for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people"
"United Nations Children’s Fund (UNICEF)
",peace,1965,for its effort to enhance solidarity between nations and reduce the difference between rich and poor states
Charles Hard Townes,physics,1964,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle"
Nicolay Gennadiyevich Basov,physics,1964,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle"
Aleksandr Mikhailovich Prokhorov,physics,1964,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle"
Dorothy Crowfoot Hodgkin,chemistry,1964,for her determinations by X-ray techniques of the structures of important biochemical substances
Konrad Bloch,medicine,1964,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism
Feodor Lynen,medicine,1964,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism
Jean-Paul Sartre,literature,1964,"for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age"
Martin Luther King Jr.,peace,1964,for his non-violent struggle for civil rights for the Afro-American population
Eugene Paul Wigner,physics,1963,"for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles"
Maria Goeppert Mayer,physics,1963,for their discoveries concerning nuclear shell structure
J. Hans D. Jensen,physics,1963,for their discoveries concerning nuclear shell structure
Karl Ziegler,chemistry,1963,for their discoveries in the field of the chemistry and technology of high polymers
Giulio Natta,chemistry,1963,for their discoveries in the field of the chemistry and technology of high polymers
Sir John Carew Eccles,medicine,1963,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane
Alan Lloyd Hodgkin,medicine,1963,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane
Andrew Fielding Huxley,medicine,1963,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane
Giorgos Seferis,literature,1963,"for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture"
Comité international de la Croix Rouge (International Committee of the Red Cross),peace,1963,for promoting the principles of the Geneva Convention and cooperation with the UN
"Ligue des Sociétés de la Croix-Rouge (League of Red Cross Societies)
",peace,1963,for promoting the principles of the Geneva Convention and cooperation with the UN
Lev Davidovich Landau,physics,1962,"for his pioneering theories for condensed matter, especially liquid helium"
Max Ferdinand Perutz,chemistry,1962,for their studies of the structures of globular proteins
John Cowdery Kendrew,chemistry,1962,for their studies of the structures of globular proteins
Francis Harry Compton Crick,medicine,1962,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material
James Dewey Watson,medicine,1962,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material
Maurice Hugh Frederick Wilkins,medicine,1962,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material
John Steinbeck,literature,1962,"for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception"
Linus Carl Pauling,peace,1962,for his fight against the nuclear arms race between East and West
Robert Hofstadter,physics,1961,for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons
Rudolf Ludwig Mössbauer,physics,1961,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name
Melvin Calvin,chemistry,1961,for his research on the carbon dioxide assimilation in plants
Georg von Békésy,medicine,1961,for his discoveries of the physical mechanism of stimulation within the cochlea
Ivo Andric,literature,1961,for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country
Dag Hammarskjöld,peace,1961,"for developing the UN into an effective and constructive international organization, capable of giving life to the principles and aims expressed in the UN Charter"
Donald Arthur Glaser,physics,1960,for the invention of the bubble chamber
Willard Frank Libby,chemistry,1960,"for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science"
Sir Frank Macfarlane Burnet,medicine,1960,for discovery of acquired immunological tolerance
Peter Brian Medawar,medicine,1960,for discovery of acquired immunological tolerance
Saint-John Perse,literature,1960,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time
Albert John Lutuli,peace,1960,for his non-violent struggle against apartheid
Emilio Gino Segrè,physics,1959,for their discovery of the antiproton
Owen Chamberlain,physics,1959,for their discovery of the antiproton
Jaroslav Heyrovsky,chemistry,1959,for his discovery and development of the polarographic methods of analysis
Severo Ochoa,medicine,1959,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid
Arthur Kornberg,medicine,1959,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid
Salvatore Quasimodo,literature,1959,"for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times"
Philip J. Noel-Baker,peace,1959,for his longstanding contribution to the cause of disarmament and peace
Pavel Alekseyevich Cherenkov,physics,1958,for the discovery and the interpretation of the Cherenkov effect
Il´ja Mikhailovich Frank,physics,1958,for the discovery and the interpretation of the Cherenkov effect
Igor Yevgenyevich Tamm,physics,1958,for the discovery and the interpretation of the Cherenkov effect
Frederick Sanger,chemistry,1958,"for his work on the structure of proteins, especially that of insulin"
George Wells Beadle,medicine,1958,for their discovery that genes act by regulating definite chemical events
Edward Lawrie Tatum,medicine,1958,for their discovery that genes act by regulating definite chemical events
Joshua Lederberg,medicine,1958,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria
Boris Leonidovich Pasternak,literature,1958,for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition
Georges Pire,peace,1958,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity
Chen Ning Yang,physics,1957,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles
Tsung-Dao (T.D.) Lee,physics,1957,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles
Lord (Alexander R.) Todd,chemistry,1957,for his work on nucleotides and nucleotide co-enzymes
Daniel Bovet,medicine,1957,"for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles"
Albert Camus,literature,1957,"for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times"
Lester Bowles Pearson,peace,1957,for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis
William Bradford Shockley,physics,1956,for their researches on semiconductors and their discovery of the transistor effect
John Bardeen,physics,1956,for their researches on semiconductors and their discovery of the transistor effect
Walter Houser Brattain,physics,1956,for their researches on semiconductors and their discovery of the transistor effect
Sir Cyril Norman Hinshelwood,chemistry,1956,for their researches into the mechanism of chemical reactions
Nikolay Nikolaevich Semenov,chemistry,1956,for their researches into the mechanism of chemical reactions
